title;film_id;type;id_rating;director;cast;country;date_added;release_year;duration;id_listed_in;marks
Kickboxer: Retaliation;s7192;Movie;8;Dimitri Logothetis;Alain Moussi, Jean-Claude Van Damme, Mike Tyson, Christopher Lambert, Sara Malakul Lane, Hafþór Júlíus Björnsson, Sam Medina, Steven Swadling;United States;April 26, 2018;2017;110 min;39;0
Kickboxer: Vengeance;s7193;Movie;2;John Stockwell;Alain Moussi, Jean-Claude Van Damme, Dave Bautista, Gina Carano, Georges St-Pierre, Sara Malakul Lane, Matthew Ziff, T.J. Storm, Fabricio Werdum, Cain Velasquez;United States;December 8, 2016;2016;90 min;39;1
Kicking and Screaming;s7194;Movie;8;Noah Baumbach;Josh Hamilton, Olivia d'Abo, Carlos Jacott, Chris Eigeman, Eric Stoltz, Jason Wiles, Parker Posey, Cara Buono, Elliott Gould, Samuel Gould;United States;November 4, 2019;1995;97 min;229;4
Kid Kulafu;s7195;Movie;4;Paul Soriano;Robert Villar, Alessandra de Rossi, Cesar Montano, Alex Medina, Jake Macapagal, Khalil Ramos, Jomari Angeles, Kokoy DeSantos;Philippines;March 4, 2019;2015;108 min;216;2
Kidnapping Mr. Heineken;s7196;Movie;8;Daniel Alfredson;Jim Sturgess, Sam Worthington, Ryan Kwanten, Anthony Hopkins, Mark van Eeuwen, Thomas Cocquerel, Jemima West, David Dencik;Netherlands, Belgium, United Kingdom, United States;September 8, 2017;2015;95 min;32;4
Kikoriki;s7197;TV Show;6;;Igor Dmitriev;;;2010;2 Seasons;30;5
Kill Bill: Vol. 1;s7198;Movie;8;Quentin Tarantino;Uma Thurman, Lucy Liu, Vivica A. Fox, Daryl Hannah, David Carradine, Michael Madsen, Julie Dreyfus, Chiaki Kuriyama, Sonny Chiba, Gordon Liu;United States, Japan;January 1, 2020;2003;111 min;39;3
Kill Bill: Vol. 2;s7199;Movie;8;Quentin Tarantino;Uma Thurman, David Carradine, Michael Madsen, Daryl Hannah, Gordon Liu, Michael Parks, Perla Haney-Jardine, Helen Kim, Claire Smithies, Clark Middleton;United States;January 1, 2020;2004;137 min;39;2
Kill Command;s7200;Movie;2;Steven Gomez;Vanessa Kirby, David Ajala, Mike Noble, Bentley Kalu, Tom McKay, Kelly Gough, Osi Okerafor, Damian Kell, Tim Ahern, Deborah Rosan, Thure Lindhardt;United Kingdom;February 23, 2017;2016;100 min;391;3
Kill Hitler! The Luck of the Devil;s7201;Movie;4;Frédéric Tonolli;Jean-Baptiste Marcenac;France;May 1, 2019;2015;53 min;16;4
Kill Ratio;s7202;Movie;2;Paul Tanter;Tom Hopper, Amy Huberman, Lacy Moore, Brian McGuinness, Luke Pierucci, Nick Dunning;United States;February 17, 2017;2016;87 min;39;4
Kill the Irishman;s7203;Movie;8;Jonathan Hensleigh;Ray Stevenson, Vincent D'Onofrio, Val Kilmer, Christopher Walken, Linda Cardellini, Fionnula Flanagan, Jason Butler Harner, Vinnie Jones, Paul Sorvino, Marcus Thomas, Tony Darrow;United States;August 21, 2020;2011;106 min;270;2
Killer Klowns from Outer Space;s7204;Movie;1;Stephen Chiodo;Grant Cramer, Suzanne Snyder, John Allen Nelson, John Vernon, Michael S. Siegel, Peter Licassi, Royal Dano, Christopher Titus, Irene Michaels, Karla Sue Krull;United States;April 1, 2020;1988;86 min;478;0
Killers;s7205;Movie;1;Robert Luketic;Katherine Heigl, Ashton Kutcher, Tom Selleck, Catherine O'Hara, Katheryn Winnick, Kevin Sussman, Lisa Ann Walter, Casey Wilson, Rob Riggle, Martin Mull, Alex Borstein;United States;January 1, 2021;2010;100 min;330;1
Kills on Wheels;s7206;Movie;2;Attila Till;Szabolcs Thuróczy, Zoltán Fenyvesi, Adám Fekete, Dusan Vitanovic, Mónika Balsai, Lidia Danis, Zoltán Mucsi;Hungary;March 15, 2018;2016;103 min;32;4
Kilo Two Bravo;s7207;Movie;8;Paul Katis;David Elliot, Mark Stanley, Scott Kyle, Benjamin O'Mahony, Bryan Parry, Liam Ainsworth, Andy Gibbins, John Doughty, Paul Luebke, Thomas Davison, Grant Kilburn, Robert Mitchell, Jon-Paul Bell, Malachi Kirby, Ali Cook;United Kingdom;March 1, 2019;2014;109 min;140;3
King Jack;s7208;Movie;15;Felix Thompson;Charlie Plummer, Cory Nichols, Christian Madsen, Danny Flaherty, Erin Davie, Chloe Levine;United States;July 1, 2016;2015;81 min;94;1
King's Ransom;s7209;Movie;1;Jeffrey W. Byrd;Anthony Anderson, Jay Mohr, Kellita Smith, Nicole Ari Parker, Regina Hall, Loretta Devine, Donald Faison, Leila Arcieri, Charlie Murphy, Brooke D'Orsay;United States, Canada;November 1, 2019;2005;98 min;76;2
Kingdoms of the Sky;s7210;TV Show;5;Steve Greenwood;;;October 1, 2018;2018;1 Season;434;5
Kingpin;s7211;Movie;1;Peter Farrelly, Bobby Farrelly;Woody Harrelson, Randy Quaid, Vanessa Angel, Bill Murray, Chris Elliott, William Jordan, Richard Tyson, Lin Shaye;United States;January 1, 2020;1996;114 min;479;1
Kings;s7212;Movie;8;Deniz Gamze Ergüven;Halle Berry, Daniel Craig, Lamar Johnson, Kaalan Walker, Rachel Hilson, Issac Ryan Brown, Callan Farris, Serenity Reign Brown, Reece Cody, Aiden Akpan;France, Belgium, China, United States;October 29, 2018;2017;87 min;67;2
Kis Kisko Pyaar Karoon;s7213;Movie;5;Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla;Kapil Sharma, Arbaaz Khan, Varun Sharma, Sharat Saxena, Supriya Pathak, Manoj Joshi, Manjari Fadnis, Simran Kaur Mundi, Elli Avram, Jamie Lever;India;November 1, 2017;2015;132 min;21;1
Kiss the Girls;s7214;Movie;8;Gary Fleder;Morgan Freeman, Ashley Judd, Cary Elwes, Alex McArthur, Tony Goldwyn, Jay O. Sanders, Bill Nunn, Brian Cox;United States;January 1, 2020;1997;116 min;18;3
Kiss The Series;s7215;TV Show;4;;Lapassalal Jiravechsoontornkul, Mook Worranit Thawornwong, Jirakit Thawornwong, Sattaphong Phiangphor;;May 26, 2019;2016;1 Season;122;0
Kitten Rescuers;s7216;TV Show;4;;Jo Brand;United Kingdom;October 2, 2019;2017;1 Season;143;4
KL Zombi;s7217;Movie;4;Woo Ming Jin;Zizan Razak, Siti Saleha, Zain Hamid, Izara Aishah, Fadzli Daniel Ali, Usop Wilcha;Malaysia;August 21, 2017;2013;92 min;237;5
Knights of Sidonia;s7218;TV Show;2;;Ryota Osaka, Aya Suzaki, Aki Toyosaki, Takahiro Sakurai, Hisako Kanemoto, Eri Kitamura, Sayaka Ohara, Tomohiro Tsuboi, Takehito Koyasu, Satomi Arai, Atsuko Tanaka, Nanako Mori, Takako Honda, Kohsuke Toriumi, Ayane Sakura, Osamu Saka;Japan; December 1, 2019;2015;2 Seasons;49;3
Knock Knock;s7219;Movie;8;Eli Roth;Keanu Reeves, Lorenza Izzo, Ana de Armas, Aaron Burns, Ignacia Allamand, Dan Baily, Megan Baily, Colleen Camp, Antonio Quercia;United States, Chile, Israel;November 1, 2020;2015;99 min;184;2
Know Your Enemy - Japan;s7220;Movie;4;Frank Capra, Joris Ivens;Walter Huston, Dana Andrews;United States;March 31, 2017;1945;63 min;480;3
Knowing;s7221;Movie;1;Alex Proyas;Nicolas Cage, Chandler Canterbury, Rose Byrne, Lara Robinson, D.G. Maloney, Nadia Townsend, Alan Hopgood, Adrienne Pickering;United States, United Kingdom, Australia;October 1, 2019;2009;121 min;57;1
Koko: The Gorilla Who Talks;s7222;Movie;9;Jonathan Taylor;Demetri Goritsas;United Kingdom;March 1, 2017;2016;56 min;1;3
Kon Kon Kon;s7223;TV Show;5;;;;February 16, 2018;2014;1 Season;45;1
Kon-Tiki;s7224;Movie;1;Joachim Rønning, Espen Sandberg;Pål Sverre Hagen, Anders Baasmo Christiansen, Tobias Santelmann, Gustaf Skarsgård, Odd Magnus Williamson, Jakob Oftebro, Agnes Kittelsen, Peter Wight, Amund Hellum Noraker, Eilif Hellum Noraker;United Kingdom, Norway, Denmark, Germany, Sweden;April 26, 2019;2012;96 min;32;1
Koshish;s7225;Movie;4;Gulzar;Sanjeev Kumar, Jaya Bhaduri, Asrani, Seema, Om Shivpuri, Dina Pathak;India;December 31, 2019;1972;115 min;166;2
Kraftidioten;s7226;Movie;2;Hans Petter Moland;Stellan Skarsgård, Pål Sverre Hagen, Bruno Ganz, Hildegun Riise, Peter Andersson, Birgitte Hjort Sørensen, Jakob Oftebro, Anders Baasmo Christiansen, Jon Øigarden, Gard B. Eidsvold, Kristofer Hivju, Birgitte Hjort Sorensen, Stellan Skarsgard;Norway, Denmark, Sweden;January 5, 2017;2014;117 min;287;1
Krish Trish and Baltiboy;s7227;Movie;7;;Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal;;September 8, 2017;2009;58 min;7;1
Krish Trish and Baltiboy: Battle of Wits;s7228;Movie;7;Munjal Shroff, Tilak Shetty;Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal, Deepak Chachra;;September 8, 2017;2013;62 min;7;5
Krish Trish and Baltiboy: Best Friends Forever;s7229;Movie;6;Munjal Shroff, Tilak Shetty;Damandeep Singh Baggan, Smita Malhotra, Deepak Chachra;;September 8, 2017;2016;65 min;7;2
Krish Trish and Baltiboy: Comics of India;s7230;Movie;7;Tilak Shetty;Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal;;September 8, 2017;2012;61 min;7;3
Krish Trish and Baltiboy: Face Your Fears;s7231;Movie;7;Tilak Shetty;Tarun Ratnani, Smita Malhotra, Deepak Chachra;India;November 17, 2017;2017;65 min;7;2
Krish Trish and Baltiboy: Oversmartness Never Pays;s7232;Movie;7;Tilak Shetty;Rishi Gambhir, Smita Malhotra, Deepak Chachra;;September 8, 2017;2017;65 min;7;5
Krish Trish and Baltiboy: Part II;s7233;Movie;7;;Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal;;September 8, 2017;2010;58 min;7;4
Krish Trish and Baltiboy: The Greatest Trick;s7234;Movie;7;Munjal Shroff, Tilak Shetty;Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal;;September 8, 2017;2013;60 min;7;0
Krisha;s7235;Movie;8;Trey Edward Shults;Krisha Fairchild, Alex Dobrenko, Robyn Fairchild, Chris Doubek, Victoria Fairchild, Bryan Casserly, Chase Joliet, Atheena Frizzell, Augustine Frizzell, Bill Wise, Olivia Grace Applegate, Trey Edward Shults;United States;November 7, 2018;2015;81 min;94;1
Krishna Balram;s7236;TV Show;7;;Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Arun Shekher, Sanchit Wartak, Sharda Agnihotri, Ashok Sonawane, Joy Mukherjee;;July 8, 2019;2019;1 Season;30;4
Kristy;s7237;Movie;15;Oliver Blackburn;Haley Bennett, Ashley Greene, Erica Ash, Lucas Till, Chris Coy, Al Vicente, Wayne Pére, Jon Arthur, Mike Seal;United States;October 31, 2015;2013;85 min;108;1
Krystal;s7238;Movie;8;William H. Macy;Rosario Dawson, Nick Robinson, Jacob Latimore, Grant Gustin, William H. Macy, Kathy Bates, Felicity Huffman, William Fichtner, T.I., Rick Fox, Amy Parrish;United States;January 1, 2019;2017;93 min;10;2
Kuldip Patwal: I Didn't Do It!;s7239;Movie;2;Remy Kohli;Deepak Dobriyal, Gulshan Devaiah, Raima Sen, Parvin Dabas, Anurag Arora, Jameel Khan, Priyanka Setia;India;December 31, 2019;2017;126 min;8;2
Kung Fu Hustle;s7240;Movie;8;Stephen Chow;Stephen Chow, Yuen Wah, Yuen Qiu, Lam Chi-chung, Dong Zhihua, Chiu Chi-ling, Xing Yu, Danny Chan Kwok-kwan, Leung Siu-lung;Hong Kong, China, United States;April 1, 2020;2004;99 min;139;1
Kung Fu Magoo;s7241;Movie;7;Andrés Couturier;Dylan Sprouse, Cole Sprouse, Alyson Stoner, Tom Kenny, Chris Parnell, Rodger Bumpass, Maile Flanagan, Wally Wingert, Candi Milo, Jim Ward;Mexico, United States;August 1, 2018;2010;79 min;13;3
Kung Fu Panda: Holiday;s7242;Movie;5;Tim Johnson;Jack Black, Angelina Jolie, Dustin Hoffman, Jackie Chan, Seth Rogen, Lucy Liu, David Cross, James Hong, Dan Fogler;United States;December 1, 2012;2010;26 min;13;1
Kung Fu Yoga;s7243;Movie;5;Stanley Tong;Jackie Chan, Disha Patani, Amyra Dastur, Sonu Sood, Aarif Rahman, Miya Muqi, Zhang Yixing, Eric Tsang;China, India, Nepal;October 6, 2017;2017;107 min;95;4
Kuppivala;s7244;Movie;4;Suresh Pillai;Nandu, Kochu Preman, Jayakrishnan, Mohan Ayroor, M.R. Gopakumar, Shanawas, Adoor Ajayan, Dinesh Panicker;;August 1, 2018;2017;133 min;58;4
Kurt & Courtney;s7245;Movie;8;Nick Broomfield;Kurt Cobain, Courtney Love;United Kingdom;January 8, 2019;1998;95 min;59;0
Kurt Seyit & Sura;s7246;TV Show;4;;Kıvanç Tatlıtuğ, Farah Zeynep Abdullah, Fahriye Evcen, Ushan Çakır, Birkan Sokullu;Turkey;December 26, 2016;2014;1 Season;122;1
Kurtulus Son Durak;s7247;Movie;2;Yusuf Pirhasan;Belçim Bilgin, Demet Akbağ, Asuman Dabak, Ayten Soykök, Damla Sönmez, Mete Horozoğlu, Ahmet Mümtaz Taylan, Yavuz Bingöl, Hüseyin Soysalan, Tolga Karaçelik, Nihal Yalçın;Turkey;March 10, 2017;2012;100 min;50;1
Kya Kehna;s7248;Movie;5;Kundan Shah;Preity Zinta, Saif Ali Khan, Anupam Kher, Farida Jalal, Chandrachur Singh;India;April 1, 2018;2000;149 min;58;4
Kygo: Live at the Hollywood Bowl;s7249;Movie;2;Devin Chanda;Kygo;United States;March 12, 2018;2017;52 min;278;1
Kyun! Ho Gaya Na;s7250;Movie;5;Samir Karnik;Aishwarya Rai Bachchan, Vivek Oberoi, Amitabh Bachchan, Om Puri, Rati Agnihotri, Sunil Shetty, Tinnu Anand, Rahul Singh;India;March 1, 2018;2004;165 min;166;2
La Última Fiesta;s7251;Movie;2;Leandro Mark, Nicolás Silbert;Nicolás Vázquez, Alan Sabbagh, Benjamín Amadeo, Eva De Dominici, César Bordón, Julian Kartun, Paula Carruega, Luciano Rossi, Ezequiel Campa;Argentina;February 1, 2017;2016;104 min;21;3
LA 92;s7252;Movie;8;Daniel Lindsay, T.J. Martin;;United States;March 1, 2018;2017;114 min;1;5
La Bamba;s7253;Movie;1;Luis Valdez;Lou Diamond Phillips, Esai Morales, Rosanna DeSoto, Elizabeth Peña, Danielle von Zerneck, Joe Pantoliano, Rick Dees, Marshall Crenshaw, Howard Huntsberry, Brian Setzer;United States;January 1, 2020;1987;109 min;467;4
La Coppia dei Campioni;s7254;Movie;2;Giulio Base;Massimo Boldi, Massimiliano Tortora, Anna Maria Barbera, Massimo Ceccherini, Pia Lanciotti, Flora Canto;Italy;February 15, 2017;2016;88 min;21;2
La Familia P. Luche;s7255;TV Show;4;;Eugenio Derbez, Consuelo Duval, Luis Manuel Ávila, Regina Blandón, Miguel Perez, Barbara Torres, Dalilah Polanco, Pierre Angelo;United States;;2012;3 Seasons;113;4
La Femme;s7256;TV Show;4;;Zoe Tay, Ann Kok, Tiffany Leong, Tay Ping Hui, Yao Wenlong, Shaun Chen, Paige Chua, Nat Ho, Desmond Sim;;October 16, 2017;2016;1 Season;41;5
La Piloto;s7257;TV Show;2;;Livia Brito, Juan Eduardo Colucho, Arap Bethke, María Fernanda Yépes, Alejandro Nones, María De La Fuente, Verónica Montes, Natasha Domínguez, María Fernanda García, Mauricio Aspe, Stephanie Salas, Tommy Vasquez, Macarena Achaga;Mexico;April 2, 2018;2017;1 Season;65;4
La Rosa de Guadalupe;s7258;TV Show;5;;Milia Nader, Francisco Avendaño, Diego Lara, Sandra Itzel, Marisol del Olmo, Aleyda Gallardo, Gerardo Murguía, Roxana Saucedo, Emmanuel Orenday, Maru Dueñas;Mexico;January 15, 2019;2010;1 Season;155;1
La Viuda Negra;s7259;TV Show;4;Alejandro Lozano;Ana Serradilla, Julián Román, Ramiro Meneses, Juan Pablo Gamboa, Eileen Moreno, Luis Alfredo Velasco, Margarita Reyes, Alexander Gil, Luis Roberto Guzmán, Raúl Méndez;Colombia, Mexico, United States;January 15, 2019;2016;1 Season;65;3
Laal Rang;s7260;Movie;4;Syed Ahmad Afzal;Randeep Hooda, Piaa Bajpai, Jaihind Kumar, Akshay Oberoi, Rajneesh Duggal, Ashutosh Kaushik, Meenakshi Dixit, Shreya Narayan, Rajendra Sethi;India;March 1, 2018;2016;143 min;31;0
Laddaland;s7261;Movie;2;Sopon Sukdapisit;Saharat Sangkapreecha, Pok Piyatida Woramusik, Sutatta Udomsilp, Athipich Chutiwatkajornchai, Deuntem Salitul, Sahajak Boonthanakit;Thailand;September 7, 2018;2011;112 min;102;4
Lady Bloodfight;s7262;Movie;8;Chris Nahon;Amy Johnston, Muriel Hofmann, Jenny Wu, Kathy Wu, Jet Tranter, Mayling Ng;Hong Kong;August 5, 2017;2016;101 min;39;0
Lady in the Water;s7263;Movie;1;M. Night Shyamalan;Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban, Sarita Choudhury, Cindy Cheung, M. Night Shyamalan, Freddy Rodríguez, Bill Irwin, Mary Beth Hurt;United States;July 1, 2019;2006;110 min;57;4
Lady-Like;s7264;Movie;11;;Allie Gallerani, Beverly D'Angelo, Olivia Luccardi, Stephanie Simbari, Nick Clark, Brian Wiles;United States;January 18, 2019;2018;83 min;115;3
Lady, la vendedora de rosas;s7265;TV Show;4;;Natalia Reyes, Michelle Orozco, Majida Issa, Ernesto Benjumea, Viña Machado, Carlos Mariño, Alberto Cardeño, Fabio Restrepo, Juan Pablo Barragán, Maria Jose Vargas;Colombia;April 1, 2018;2015;1 Season;96;3
Lalbaug Parel: Zali Mumbai Sonyachi;s7266;Movie;2;Mahesh Manjrekar;Sachin Khedekar, Seema Biswas, Ankush Chaudhari, Satish Kaushik, Siddarth Jadhav, Shashank Shende, Sameer Dharmadhikari, Karan Patel, Veena Jamkar, Kashmira Shah;India;March 15, 2018;2010;145 min;12;1
Land Girls;s7267;TV Show;4;;Becci Gemmell, Susan Cookson, Mark Benton, Mykola Allen, Sophie Ward, Jo Woodcock, Seline Hizli, Liam Boyle, Danny Webb, Nicholas Shaw, Carolyn Pickles, David Schofield, Summer Strallen, Christine Bottomley;United Kingdom;August 1, 2017;2011;3 Seasons;172;3
Larceny;s7268;Movie;4;R. Ellis Frazier;Dolph Lundgren, Corbin Bernsen, Louis Mandylor, Isaac C. Singleton Jr., Jocelyn Osorio, Eddie J. Fernandez, David Fernandez Jr., Mauricio Mendoza, Steven Dell, Luis Gatica;United States, Mexico;September 15, 2017;2017;87 min;39;4
Last;s7269;TV Show;4;;Kye-sang Yoon, Beom-su Lee, Ye-ji Seo, Won-sang Park, Ye-jin Park, Hyung-jin Gong, Jong-jun Jeong, Se-ha Ahn, Jae-yee Goo, Yong-woo Lee;South Korea;May 22, 2017;2015;1 Season;235;3
Last Ferry;s7270;Movie;2;Jaki Bradley;Ramón O. Torres, Sheldon Best, Myles Clohessy, Larry Owens, Gabriel Sloyer;United States;March 11, 2020;2019;86 min;207;2
Last Knights;s7271;Movie;8;Kazuaki Kiriya;Clive Owen, Morgan Freeman, Cliff Curtis, Aksel Hennie, Peyman Moaadi, Ayelet Zurer, Shohreh Aghdashloo, Tsuyoshi Ihara, Ahn Sung-kee;United Kingdom, South Korea;August 1, 2019;2015;115 min;39;2
Last Night;s7272;Movie;8;Massy Tadjedin;Keira Knightley, Sam Worthington, Guillaume Canet, Eva Mendes, Griffin Dunne, Anson Mount, Stephanie Romanov, Scott Adsit, Daniel Eric Gold;United States, France;January 1, 2019;2010;93 min;107;4
Le K Benzema;s7273;Movie;4;Damien Piscarel, Florent Bodin;Karim Benzema;France;May 1, 2018;2017;121 min;46;4
Le serment des Hitler;s7274;Movie;5;Emmanuel Amara;;France;May 1, 2019;2014;54 min;16;1
Leap Year;s7275;Movie;3;Anand Tucker;Amy Adams, Matthew Goode, Adam Scott, John Lithgow, Noel O'Donovan, Tony Rohr, Pat Laffan, Alan Devlin, Ian McElhinney, Dominique McElligott;United States, Ireland;November 15, 2019;2010;100 min;68;5
LeapFrog: Letter Factory;s7276;Movie;6;Roy Allen Smith;Joey Camen, Marie Danielle, Mark Cacciatore, Dave Fennoy, Debi Derryberry;United States;April 15, 2020;2003;37 min;7;1
LeapFrog: Numberland;s7277;Movie;6;Ron Myrick;Jeannie Elias, Kat Feller, Sandy Fox, Cindy Robinson, Richard Rosenblatt;United States;April 15, 2020;2011;33 min;128;5
LeapFrog: Phonics Farm;s7278;Movie;6;Ron Myrick;Jeannie Elias, Kat Feller, Sandy Fox, Cindy Robinson, Richard Rosenblatt;United States;April 15, 2020;2011;35 min;128;1
LeapFrog: Sing-along, Read-along;s7279;Movie;6;Ron Myrick;Julie Maddalena, Cindy Robinson;;April 15, 2020;2011;32 min;7;4
Learning Time with Timmy;s7280;TV Show;6;;Saskia Portway;United Kingdom;May 15, 2020;2018;1 Season;61;5
Lechmi;s7281;Movie;2;B.N. Shajeer Sha;Parvathy Ratheesh, Biju Sopanam, Sethulekshmi Amma, Molly Angamaly;India;August 1, 2018;2017;147 min;237;2
Left Behind;s7282;Movie;1;Vic Armstrong;Nicolas Cage, Chad Michael Murray, Cassi Thomson, Nicky Whelan, Jordin Sparks, Lea Thompson, Gary Grubbs, Quinton Aaron;United States, Canada;December 26, 2018;2014;110 min;481;4
Legend of the Guardians: The Owls of Ga'Hoole;s7283;Movie;3;Zack Snyder;Helen Mirren, Geoffrey Rush, Jim Sturgess, Hugo Weaving, Emily Barclay, Abbie Cornish, Ryan Kwanten, Anthony LaPaglia, Miriam Margolyes, Sam Neill;United States, Australia;January 1, 2020;2010;97 min;7;2
Legend of the Naga Pearls;s7284;Movie;2;Yang Lei;Darren Wang, Zhang Tianai, Sheng Guansen, Simon Yam, Wang Xun, Zhao Jian, Xing Yu, Hu Bing, He Sui, Luxia Jiang;China;March 30, 2018;2017;108 min;325;1
Legendary Weapons of China;s7285;Movie;4;Chia-Liang Liu;Gordon Liu, Chia Yung Liu, Hou Hsiao, Chia-Liang Liu, Tiet Wo Chu, Sheng Fu, Kara Hui;Hong Kong;August 16, 2018;1982;101 min;175;4
Legends of Strength;s7286;TV Show;5;;Eugen Sandow, Apollon;United States;January 18, 2019;2017;1 Season;92;3
Legion;s7287;Movie;8;Scott Stewart;Paul Bettany, Lucas Black, Tyrese Gibson, Adrianne Palicki, Charles S. Dutton, Jon Tenney, Kevin Durand, Willa Holland, Kate Walsh, Dennis Quaid, Jeanette Miller, Cameron Harlow, Doug Jones, Josh Stamberg, Yancey Arias;United States;November 1, 2019;2010;100 min;132;3
Lego Friends;s7288;TV Show;9;;Elisa Schnebelie, Raquel Christiana, Lucia Vecchio, Karen Strassman, Michelle Ruff, Sam Riegel;; February 1, 2019;2017;3 Seasons;30;3
Lego Friends: Girls on a Mission;s7289;TV Show;6;Andrew Tan, Stephen Murray;Jasmine St. Clair, Allegra Clark, Rosamund Marks, Faye Mata, Kira Buckland, David Roach, Bradley Venable;Denmark;February 1, 2019;2018;1 Season;30;1
LEGO House - Home of the Brick;s7290;Movie;9;Anders Falck, Stinus Morell Vithner;Bjarke Ingels;;June 15, 2018;2018;48 min;16;0
LEGO Ninjago: Masters of Spinjitzu: Day of the Departed;s7291;Movie;16;;;Denmark, China;February 1, 2019;2016;44 min;482;4
Leo & Tig;s7292;TV Show;6;;Agniya Kuznetsova, Alexandra Ursulyak, Dmitriy Nazarov, Diomid Vinogradov, Elena Shulman, Kseniya Kutepova;;August 20, 2018;2017;1 Season;30;1
Leo the Lion;s7293;Movie;16;Mario Cambi;Daniel Amerman, John Cygan, Matthew Mercer, Amanda Allan, Porter Hansen, Debi Derryberry, Mari Devon, Eileen Galindo, Cole Sand;United States, Italy;December 20, 2015;2013;78 min;13;1
Les Bleus - Une autre histoire de France, 1996-2016;s7294;Movie;2;Pascal Blanchard, Sonia Dauger, David Dietz;;France;March 15, 2017;2016;103 min;46;4
Let There Be Light;s7295;Movie;5;John Huston;Walter Huston;United States;March 31, 2017;1946;58 min;480;2
Leyla and Mecnun;s7296;TV Show;2;Onur Ünlü;Ali Atay, Melis Birkan, Serkan Keskin, Ahmet Mümtaz Taylan, Cengiz Bozkurt, Osman Sonant, Köksal Engür, Ege Tanman, İştar Gökseven;Turkey;April 15, 2017;2014;3 Seasons;5;3
Lez Bomb;s7297;Movie;4;Jenna Laurenzo;Jenna Laurenzo, Deirdre O'Connell, Brandon Michael Hall, Kevin Pollak, Elaine Hendrix, Steve Guttenberg, Cloris Leachman, Bruce Dern;United States;February 7, 2019;2018;90 min;438;5
License to Drill: Louisiana;s7298;TV Show;5;;;Canada;October 2, 2019;2014;1 Season;44;1
Life After Beth;s7299;Movie;8;Jeff Baena;Aubrey Plaza, Dane DeHaan, John C. Reilly, Molly Shannon, Cheryl Hines, Paul Reiser, Matthew Gray Gubler, Anna Kendrick, Paul Weitz;United States;July 21, 2018;2014;89 min;389;4
Life in the Doghouse;s7300;Movie;5;Ron Davis;;United States;June 1, 2019;2018;83 min;90;4
Life on Location;s7301;TV Show;9;;David Attenborough;United States;April 22, 2015;2009;1 Season;434;3
Life Story;s7302;TV Show;4;;David Attenborough;United Kingdom;June 20, 2016;2014;1 Season;434;1
Lifechanger;s7303;Movie;2;Justin McConnell;Lora Burke, Jack Foley, Bill Oberst Jr., Elitsa Bako, Sam James White, Rachel Vanduzer, Steve Kasan;Canada;May 28, 2019;2018;84 min;373;4
Lifeline;s7304;Movie;4;Johnnie To;Lau Ching Wan, Alex Fong, Carman Lee, Ruby Wong, Raymond Wong Ho-Yin, Damian Lau, Lam Suet, Kenneth Chan;Hong Kong;August 16, 2018;1997;104 min;82;4
Like Arrows;s7305;Movie;5;Kevin Peeples;Micah Lynn Hanson, Alan Powell, Elizabeth Becka, Garry Nation, Joseph Callender, Anisa Nyell Johnson, Aowyn Grace Peoples, John Jackson Hunter, Alex Kendrick;United States;May 6, 2019;2018;99 min;89;5
Like Water for Chocolate;s7306;Movie;8;Alfonso Arau;Marco Leonardi, Lumi Cavazos, Regina Torné, Mario Iván Martínez, Ada Carrasco, Yareli Arizmendi, Claudette Maillé, Pilar Aranda;Mexico;November 1, 2019;1992;105 min;127;5
Lila & Eve;s7307;Movie;8;Charles Stone III;Viola Davis, Jennifer Lopez, Andre Royo, Shea Whigham, Aml Ameen, Chris Chalk, Will Brittain, Michole Briana White, Julius Tennon, Gino Vento, Yolonda Ross;United States;February 6, 2016;2015;94 min;40;1
Limmy's Show!;s7308;TV Show;2;;Brian Limond, Debbie Welsh, Tom Brogan, Raymond Mearns, Kirstin McLean;United Kingdom; October 1, 2019;2012;2 Seasons;403;2
Lincoln;s7309;Movie;1;Steven Spielberg;Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt, James Spader, Hal Holbrook, Tommy Lee Jones, Jackie Earle Haley, John Hawkes, Jared Harris, Joseph Cross, Tim Blake Nelson, David Oyelowo, Bruce McGill;United States, India;February 21, 2018;2012;150 min;67;2
Lion's Heart;s7310;Movie;4;Karim El Sobky;Mohamed Ramadan, Hassan Hosny, Horeya Farghaly, Sayed Rajab, Aida Reyad, Omar Mustafa Metwally, Riham Ayman, Mohsen Mansour, Afaf Rashad, Maher Essam, Sabry Fawwaz, Hamdy Heykal, Sabry Abdel Moniem;Egypt;May 9, 2019;2013;111 min;82;3
